country,city_tier,age,gender,education,household_income_usd,household_size,monthly_energy_bill_usd,appliance_replacement_horizon,env_concern_score,brand_trust,price_sensitivity_score,govt_incentive_awareness,willing_to_purchase_12m,max_willingness_to_pay_usd,adoption_advocate,preferred_financing,service_expectation_days,own_LED,own_SolarHeater,own_InverterAC,own_EnergyStarFridge,own_None,reason_Lowerbills,reason_Environment,reason_Govtrebate,reason_Brandimage,reason_Smartfeatures,reason_Durability,barrier_Highprice,barrier_Fewmodels,barrier_Lowtrust,barrier_Installhassle,barrier_After‑salesdoubts,barrier_None,pref_Inverter,pref_SmartIoT,pref_Compact,pref_RecyclableMaterials,pref_FastService,pref_SolarCompatible,src_OnlineReviews,src_InStoreDemo,src_SocialMedia,src_FriendsFamily,src_GovtPortals,src_InfluencerBlogs,age_group,income_group,bill_group
UAE,Metro,18,Female,Bachelor,92056.0,5,444.56,<6mo,4,2,3,1,1,8712.0,5,CreditEMI,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,18-25,80k+,120+
India,Metro,18,Male,Bachelor,21578.0,5,110.12,6-12mo,2,4,1,1,1,2395.0,3,Cash,9,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,18-25,15-30k,80-120
India,Rural,36,Male,Bachelor,9245.0,7,75.04,6-12mo,2,3,4,1,0,1418.0,3,CreditEMI,7,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,36-45,<15k,40-80
India,Metro,28,Female,Bachelor,19610.0,3,97.43,>2yr,2,4,4,1,0,2193.0,3,StoreFinance,7,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26-35,15-30k,80-120
India,Metro,18,Male,Diploma,2839.0,4,48.02,6-12mo,2,4,3,1,0,991.0,1,CreditEMI,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,18-25,<15k,40-80
UAE,Metro,37,Male,Postgrad,111519.0,4,529.0,6-12mo,4,3,5,1,1,10751.0,5,StoreFinance,7,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,36-45,80k+,120+
Singapore,Metro,21,Female,Postgrad,42906.0,4,220.58,1-2yr,3,2,3,1,1,4568.0,3,CreditEMI,4,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,18-25,30-50k,120+
UAE,Tier2,31,Male,Diploma,29149.0,4,137.67,>2yr,2,4,2,0,2,3236.0,1,StoreFinance,4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,26-35,15-30k,120+
India,Rural,44,Male,Bachelor,6273.0,4,46.82,<6mo,2,3,3,0,0,985.0,2,BNPL,11,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,36-45,<15k,40-80
UAE,Tier2,37,Male,Bachelor,43380.0,3,220.87,<6mo,3,2,3,1,1,4559.0,2,CreditEMI,7,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,36-45,30-50k,120+
UAE,Metro,43,Female,Bachelor,44028.0,4,236.04,1-2yr,4,3,2,1,2,4522.0,1,Cash,6,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,36-45,30-50k,120+
Singapore,Metro,39,Male,Secondary,47240.0,8,243.5,6-12mo,3,5,3,0,1,4896.0,3,Cash,6,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,36-45,30-50k,120+
India,Rural,42,Male,Secondary,10510.0,5,83.99,6-12mo,5,2,3,1,2,1529.0,3,CreditEMI,6,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,36-45,<15k,80-120
India,Metro,42,Female,Postgrad,38031.0,5,202.69,>2yr,4,4,3,1,1,3935.0,4,CreditEMI,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,36-45,30-50k,120+
India,Rural,31,Male,Bachelor,5755.0,3,40.59,6-12mo,3,4,5,1,0,962.0,5,StoreFinance,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,26-35,<15k,40-80
India,Tier2,26,Male,Bachelor,23675.0,2,118.61,6-12mo,4,3,4,1,1,2742.0,5,CreditEMI,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26-35,15-30k,80-120
Singapore,Metro,41,Male,Bachelor,55778.0,3,255.03,1-2yr,4,4,5,0,0,19142.013812634388,3,BNPL,5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,36-45,50-80k,120+
UAE,Metro,38,Female,Postgrad,21659.0,4,115.66,6-12mo,3,2,3,0,1,2602.0,2,CreditEMI,2,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,36-45,15-30k,80-120
India,Metro,33,Male,Postgrad,8712.0,6,59.45,>2yr,3,4,4,1,0,1248.0,3,CreditEMI,5,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,26-35,<15k,40-80
UAE,Metro,47,Male,Postgrad,31013.0,3,152.78,6-12mo,3,3,1,1,1,3301.0,1,StoreFinance,6,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,46-55,30-50k,120+
Singapore,Tier2,59,Male,Bachelor,54112.0,3,251.42,1-2yr,5,3,4,1,0,5639.0,5,Cash,6,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,56+,50-80k,120+
India,Metro,25,Male,Diploma,23675.0,2,120.31,>2yr,4,3,3,1,1,2864.0,4,Cash,7,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18-25,15-30k,120+
Singapore,Metro,24,Male,Bachelor,64363.0,5,329.81,>2yr,2,3,3,0,0,6309.0,2,Cash,2,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-25,50-80k,120+
India,Metro,59,Male,Diploma,10369.0,6,79.44,1-2yr,3,2,3,1,1,1576.0,2,Cash,3,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,56+,<15k,40-80
India,Metro,19,Male,Diploma,42509.0,2,182.02,1-2yr,2,2,3,1,0,4457.0,2,CreditEMI,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,18-25,30-50k,120+
Singapore,Metro,30,Female,Bachelor,72092.0,6,337.9,>2yr,3,2,1,0,0,7093.0,4,StoreFinance,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,26-35,50-80k,120+
India,Tier2,44,Male,Bachelor,11618.0,6,64.21,>2yr,3,2,5,0,0,1649.0,2,StoreFinance,6,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,36-45,<15k,40-80
Singapore,Metro,18,Female,Bachelor,36664.0,8,209.4,6-12mo,4,2,3,1,1,3990.0,3,StoreFinance,4,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,18-25,30-50k,120+
UAE,Metro,35,Female,Diploma,71068.0,4,336.48,<6mo,3,3,4,0,0,6942.0,2,StoreFinance,7,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,26-35,50-80k,120+
India,Metro,33,Female,Secondary,11240.0,1,79.27,<6mo,3,4,4,1,0,1822.0,3,Cash,4,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26-35,<15k,40-80
India,Tier2,52,Male,Bachelor,8709.0,1,30.36,1-2yr,3,3,5,1,0,1303.0,2,Cash,5,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,46-55,<15k,<40
UAE,Metro,36,Male,Postgrad,51454.0,7,282.6,1-2yr,3,4,2,0,1,5218.0,3,CreditEMI,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,36-45,50-80k,120+
India,Metro,18,Male,Secondary,30629.0,3,179.17,1-2yr,4,4,5,1,1,3431.0,5,Cash,6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18-25,30-50k,120+
India,Metro,29,Female,Diploma,26869.0,2,151.91,1-2yr,3,2,2,0,1,2895.0,3,CreditEMI,6,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,26-35,15-30k,120+
India,Metro,29,Female,Diploma,11074.0,5,74.57,1-2yr,3,3,3,1,1,1745.0,3,Cash,6,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,26-35,<15k,40-80
India,Tier2,38,Female,Secondary,14743.0,3,77.22,1-2yr,2,2,4,0,0,1784.0,2,CreditEMI,4,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,36-45,<15k,40-80
UAE,Metro,18,Male,Bachelor,57722.0,4,262.84,1-2yr,3,3,3,1,1,5948.0,2,CreditEMI,3,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,18-25,50-80k,120+
UAE,Tier2,41,Female,Bachelor,33991.0,6,188.26,>2yr,4,2,4,1,0,3777.0,5,BNPL,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,36-45,30-50k,120+
UAE,Metro,36,Male,Bachelor,58806.0,1,286.66,6-12mo,4,3,4,0,1,6000.0,4,Cash,5,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,36-45,50-80k,120+
India,Metro,41,Female,Secondary,7668.0,4,76.84,1-2yr,5,2,5,1,0,1189.0,5,StoreFinance,7,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,36-45,<15k,40-80
India,Metro,38,Male,Diploma,13665.0,3,84.47,<6mo,3,5,4,1,2,1917.0,3,BNPL,8,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,36-45,<15k,80-120
Singapore,Metro,39,Female,Secondary,31521.0,5,151.87,1-2yr,5,1,5,1,0,9154.310988368165,5,CreditEMI,2,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,36-45,30-50k,120+
India,Metro,45,Female,Diploma,24945.0,4,126.28,1-2yr,2,3,4,1,0,2740.0,2,Cash,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36-45,15-30k,120+
Singapore,Metro,33,Female,Postgrad,87963.0,5,425.52,<6mo,4,4,3,1,0,8436.0,4,CreditEMI,3,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26-35,80k+,120+
UAE,Metro,37,Male,Diploma,44629.0,7,242.6,<6mo,4,2,3,0,1,4543.0,4,StoreFinance,5,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36-45,30-50k,120+
India,Rural,18,Female,Secondary,58638.0,2,266.17,>2yr,5,4,2,0,2,5937.0,5,CreditEMI,7,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,18-25,50-80k,120+
India,Metro,34,Female,Bachelor,20084.0,2,112.87,>2yr,4,2,3,1,1,2475.0,5,Cash,5,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,26-35,15-30k,80-120
India,Tier2,46,Female,Diploma,39207.0,3,220.95,6-12mo,2,4,4,1,0,4059.0,3,BNPL,6,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,46-55,30-50k,120+
India,Rural,46,Male,Diploma,8127.0,3,70.38,>2yr,3,2,3,0,0,1285.0,1,CreditEMI,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,46-55,<15k,40-80
UAE,Metro,32,Female,Secondary,32710.0,5,184.94,1-2yr,3,2,2,1,1,3465.0,2,StoreFinance,3,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,26-35,30-50k,120+
Singapore,Metro,45,Female,Diploma,27756.0,5,164.35,>2yr,3,1,3,1,1,3244.0,3,Cash,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36-45,15-30k,120+
India,Rural,37,Female,Postgrad,10727.0,3,72.96,<6mo,3,2,2,1,0,1542.0,4,StoreFinance,8,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,36-45,<15k,40-80
India,Metro,18,Male,Diploma,15763.0,3,79.66,6-12mo,3,3,3,1,0,2106.0,2,BNPL,4,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18-25,15-30k,40-80
India,Tier2,36,Female,Bachelor,18092.0,3,136.85,>2yr,3,5,2,1,1,2256.0,3,CreditEMI,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,36-45,15-30k,120+
India,Metro,18,Male,Bachelor,18345.0,5,110.07,<6mo,4,2,5,1,0,2376.0,5,CreditEMI,2,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18-25,15-30k,80-120
Singapore,Metro,37,Male,Secondary,37601.0,5,195.38,6-12mo,4,3,2,1,1,3935.0,3,CreditEMI,2,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,36-45,30-50k,120+
India,Metro,30,Male,Bachelor,7398.0,3,59.29,<6mo,3,3,4,1,0,1399.0,2,Cash,5,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,26-35,<15k,40-80
India,Metro,20,Female,Bachelor,4322.0,7,69.61,>2yr,2,3,4,1,0,587.0,4,StoreFinance,6,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,18-25,<15k,40-80
UAE,Tier2,54,Female,Diploma,48300.0,4,260.74,>2yr,3,3,2,1,2,4934.0,5,Cash,5,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,46-55,30-50k,120+
India,Metro,36,Male,Secondary,8354.0,3,40.06,1-2yr,4,2,3,1,1,1469.0,3,CreditEMI,7,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36-45,<15k,40-80
UAE,Metro,28,Female,Bachelor,47596.0,6,239.62,1-2yr,3,1,3,1,0,4832.0,3,CreditEMI,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,26-35,30-50k,120+
UAE,Metro,19,Male,Secondary,71896.0,5,350.17,<6mo,3,4,3,0,2,7015.0,1,BNPL,5,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18-25,50-80k,120+
UAE,Metro,42,Female,Bachelor,18762.0,1,97.33,1-2yr,2,3,5,1,0,2377.0,2,CreditEMI,6,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,36-45,15-30k,80-120
India,Metro,44,Male,Secondary,11036.0,3,69.97,>2yr,2,5,1,0,1,1687.0,4,Cash,5,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,36-45,<15k,40-80
UAE,Metro,26,Male,Diploma,97100.0,4,497.68,>2yr,3,3,2,1,1,9420.0,3,BNPL,7,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,26-35,80k+,120+
India,Metro,34,Female,Diploma,45693.0,1,220.91,6-12mo,2,4,2,0,1,4820.0,3,CreditEMI,5,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,26-35,30-50k,120+
Singapore,Metro,28,Female,Bachelor,26726.0,5,148.36,6-12mo,4,3,3,0,1,3183.0,5,CreditEMI,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,26-35,15-30k,120+
Singapore,Metro,46,Male,Bachelor,65312.0,3,326.07,1-2yr,5,3,2,0,2,6522.0,5,CreditEMI,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,46-55,50-80k,120+
UAE,Metro,38,Male,Diploma,17044.0,4,112.46,<6mo,3,4,4,1,0,2132.0,5,Cash,3,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,36-45,15-30k,80-120
UAE,Tier2,36,Male,Bachelor,71727.0,2,354.54,6-12mo,3,3,3,1,1,7115.0,2,Cash,6,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36-45,50-80k,120+
Singapore,Metro,47,Female,Secondary,31378.0,5,164.38,<6mo,4,3,2,1,2,3509.0,3,Cash,4,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,46-55,30-50k,120+
UAE,Metro,52,Male,Postgrad,49373.0,3,230.2,<6mo,2,3,3,0,1,5002.0,3,Cash,5,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46-55,30-50k,120+
India,Rural,45,Female,Bachelor,15884.0,3,89.58,>2yr,4,3,4,1,0,2109.0,5,BNPL,5,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,36-45,15-30k,80-120
India,Metro,47,Male,Bachelor,13479.0,4,80.45,6-12mo,2,3,2,1,0,1660.0,2,CreditEMI,6,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,46-55,<15k,80-120
India,Metro,30,Female,Secondary,21172.0,3,123.56,<6mo,3,3,3,0,1,2511.0,3,BNPL,8,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,26-35,15-30k,120+
UAE,Metro,40,Female,Bachelor,45430.0,7,230.31,6-12mo,5,5,3,0,2,4841.0,5,Cash,5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,36-45,30-50k,120+
Singapore,Metro,33,Male,Bachelor,32725.0,2,151.05,1-2yr,2,1,2,1,1,3769.0,2,Cash,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26-35,30-50k,120+
Singapore,Metro,53,Male,Postgrad,36752.0,3,192.61,>2yr,2,2,1,1,1,3962.0,1,CreditEMI,3,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,46-55,30-50k,120+
India,Tier2,18,Male,Bachelor,30087.0,3,149.27,>2yr,3,3,4,0,0,3483.0,2,Cash,6,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,18-25,30-50k,120+
India,Tier2,32,Male,Postgrad,1913.0,3,19.46,>2yr,3,3,3,1,0,716.0,5,StoreFinance,5,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,26-35,<15k,<40
UAE,Metro,33,Male,Diploma,36034.0,4,189.09,1-2yr,3,5,4,0,2,3721.0,3,CreditEMI,6,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26-35,30-50k,120+
Singapore,Metro,55,Male,Secondary,51093.0,4,266.56,6-12mo,2,4,1,1,0,5203.0,3,BNPL,4,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,46-55,50-80k,120+
UAE,Rural,34,Male,Bachelor,37356.0,2,182.54,6-12mo,4,3,3,1,2,4062.0,3,StoreFinance,6,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,26-35,30-50k,120+
Singapore,Metro,43,Female,Bachelor,27979.0,3,136.86,>2yr,4,2,4,1,0,2969.0,4,CreditEMI,4,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36-45,15-30k,120+
India,Rural,34,Male,Diploma,44160.0,1,209.65,<6mo,5,4,4,1,2,4717.0,5,Cash,5,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26-35,30-50k,120+
UAE,Tier2,37,Male,Bachelor,27710.0,3,129.34,6-12mo,4,4,4,1,2,2963.0,1,Cash,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,36-45,15-30k,120+
India,Metro,22,Female,Bachelor,24989.0,1,91.92,6-12mo,4,2,5,1,1,2942.0,5,Cash,3,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,18-25,15-30k,80-120
India,Tier2,43,Male,Postgrad,13885.0,3,66.64,1-2yr,5,3,4,0,0,1956.0,5,CreditEMI,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,36-45,<15k,40-80
UAE,Tier2,45,Male,Diploma,50533.0,5,254.01,>2yr,5,3,2,0,2,5541.0,3,StoreFinance,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,36-45,50-80k,120+
Singapore,Metro,34,Male,Bachelor,36001.0,3,190.42,<6mo,2,4,1,1,0,3793.0,1,StoreFinance,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,26-35,30-50k,120+
India,Metro,26,Male,Bachelor,27355.0,3,159.36,>2yr,4,2,4,1,1,3198.0,3,Cash,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26-35,15-30k,120+
UAE,Metro,42,Female,Bachelor,21836.0,8,155.87,6-12mo,4,3,3,1,1,2709.0,3,Cash,4,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,36-45,15-30k,120+
India,Tier2,33,Male,Diploma,22357.0,6,132.02,6-12mo,4,3,2,1,1,2693.0,2,CreditEMI,2,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,26-35,15-30k,120+
India,Rural,36,Female,Bachelor,19114.0,1,89.1,<6mo,3,4,3,0,0,2253.0,4,StoreFinance,5,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,36-45,15-30k,80-120
India,Metro,47,Female,Secondary,15546.0,7,98.48,>2yr,3,3,2,1,1,1918.0,4,StoreFinance,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46-55,15-30k,80-120
India,Metro,39,Male,Secondary,8751.0,3,43.67,1-2yr,5,4,3,0,1,1482.0,5,CreditEMI,6,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36-45,<15k,40-80
UAE,Metro,27,Female,Diploma,25724.0,4,150.95,6-12mo,4,4,1,1,1,3049.0,4,CreditEMI,3,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,26-35,15-30k,120+
India,Tier2,56,Male,Bachelor,1980.0,3,12.58,6-12mo,4,1,2,0,0,938.0,4,CreditEMI,6,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,56+,<15k,<40
India,Tier2,18,Female,Bachelor,15613.0,5,90.12,>2yr,4,3,3,1,2,2102.0,5,StoreFinance,7,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,18-25,15-30k,80-120
India,Metro,37,Female,Bachelor,22684.0,1,110.47,1-2yr,4,3,2,0,1,2687.0,4,StoreFinance,4,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,36-45,15-30k,80-120
India,Rural,46,Female,Postgrad,10694.0,3,78.33,6-12mo,3,3,2,1,1,1542.0,5,CreditEMI,8,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,46-55,<15k,40-80
India,Tier2,18,Female,Secondary,18974.0,2,91.3,6-12mo,3,3,1,0,0,2349.0,2,CreditEMI,9,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,18-25,15-30k,80-120
India,Metro,45,Female,Secondary,4779.0,3,42.63,>2yr,4,2,3,0,1,1172.0,2,Cash,6,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,36-45,<15k,40-80
India,Metro,43,Female,Diploma,9939.0,2,43.17,<6mo,3,3,3,1,1,1494.0,4,StoreFinance,6,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,36-45,<15k,40-80
India,Metro,18,Female,Diploma,8711.0,2,21.27,>2yr,4,3,3,1,1,1343.0,3,Cash,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18-25,<15k,<40
